user_id,title_chapter,title_topic
424,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
223,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
178,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
178,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
178,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
403,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
403,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
403,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
403,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
348,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
417,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
417,"2. Database System Concepts and Architecture","ภาษาสำหรับฐานข้อมูล (Database Languages)"
417,"3. Database Design using ER Model","กระบวนการออกแบบฐานข้อมูล (Database Design Processes)"
369,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
343,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
343,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
343,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
343,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
343,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
535,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
535,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
536,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
183,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
527,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
527,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
183,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
183,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
183,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
531,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
531,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
456,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
456,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
393,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
10,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
7,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
435,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
435,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
515,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
515,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
515,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
515,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
515,"2. Database System Concepts and Architecture","คำอธิบายโครงสร้างฐานข้อมูล และข้อมูลในฐานข้อมูล (Schemas & Instances)"
515,"2. Database System Concepts and Architecture","สถาปัตยกรรมของระบบฐานข้อมูล (Database System Architecture)"
515,"2. Database System Concepts and Architecture","สถาปัตยกรรมสำหรับระบบจัดการฐานข้อมูล (Architectures for DBMSs)"
515,"2. Database System Concepts and Architecture","องค์ประกอบของระบบจัดการฐานข้อมูล (DBMS Component Modules)"
515,"2. Database System Concepts and Architecture","ภาษาสำหรับฐานข้อมูล (Database Languages)"
515,"3. Database Design using ER Model",ความสำคัญของการออกแบบฐานข้อมูล
515,"3. Database Design using ER Model",เป้าหมายการออกแบบฐานข้อมูล
515,"3. Database Design using ER Model","กระบวนการออกแบบฐานข้อมูล (Database Design Processes)"
515,"3. Database Design using ER Model","การจำลองข้อมูลโดยใช้ Entity Relationship (ER) Model"
515,"4. Database Design using EER Model","บทเกริ่นนำ (Introduction)"
464,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
464,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
464,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
464,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
464,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
464,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
437,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
437,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
437,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
437,"2. Database System Concepts and Architecture","คำอธิบายโครงสร้างฐานข้อมูล และข้อมูลในฐานข้อมูล (Schemas & Instances)"
437,"2. Database System Concepts and Architecture","สถาปัตยกรรมของระบบฐานข้อมูล (Database System Architecture)"
437,"2. Database System Concepts and Architecture","สถาปัตยกรรมสำหรับระบบจัดการฐานข้อมูล (Architectures for DBMSs)"
437,"2. Database System Concepts and Architecture","องค์ประกอบของระบบจัดการฐานข้อมูล (DBMS Component Modules)"
437,"2. Database System Concepts and Architecture","ภาษาสำหรับฐานข้อมูล (Database Languages)"
437,"3. Database Design using ER Model",ความสำคัญของการออกแบบฐานข้อมูล
437,"3. Database Design using ER Model",เป้าหมายการออกแบบฐานข้อมูล
437,"3. Database Design using ER Model","กระบวนการออกแบบฐานข้อมูล (Database Design Processes)"
437,"3. Database Design using ER Model","การจำลองข้อมูลโดยใช้ Entity Relationship (ER) Model"
437,"4. Database Design using EER Model","บทเกริ่นนำ (Introduction)"
437,"4. Database Design using EER Model","Superclass/Subclass และ Inheritance"
437,"4. Database Design using EER Model",Specialization/Generalization
437,"4. Database Design using EER Model","Constraints on Specialization and Generalization"
437,"4. Database Design using EER Model","Specialization Hierarchy"
437,"4. Database Design using EER Model","แนวทางของกระบวนการออกแบบสำหรับ EER"
437,"5. Relational Data Model","แนวคิดแบบจำลองเชิงสัมพันธ์ (Relational Model Concepts)"
437,"5. Relational Data Model","เงื่อนไขบังคับของแบบจำลองเชิงสัมพันธ์ (Relational Model Constraints)"
437,"5. Relational Data Model","Schema-based constraints"
437,"5. Relational Data Model","Operation and Transaction Concepts"
437,"5. Relational Data Model","ตัวดำเนินการสำหรับแบบจำลองเชิงสัมพันธ์ (Operations for the Relational Model)"
437,"5. Relational Data Model","Relational Algebra"
437,"5. Relational Data Model","Relational Calculus"
457,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
454,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
454,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
454,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
454,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
379,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
379,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
223,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
494,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
527,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
379,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
10,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
344,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
10,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
201,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
439,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
439,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
439,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
439,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
439,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
439,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
439,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
439,"2. Database System Concepts and Architecture","คำอธิบายโครงสร้างฐานข้อมูล และข้อมูลในฐานข้อมูล (Schemas & Instances)"
181,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
399,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
383,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
399,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
399,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
399,"2. Database System Concepts and Architecture","คำอธิบายโครงสร้างฐานข้อมูล และข้อมูลในฐานข้อมูล (Schemas & Instances)"
399,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
383,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
383,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
399,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
399,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
399,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
399,"2. Database System Concepts and Architecture","องค์ประกอบของระบบจัดการฐานข้อมูล (DBMS Component Modules)"
399,"2. Database System Concepts and Architecture","ภาษาสำหรับฐานข้อมูล (Database Languages)"
399,"2. Database System Concepts and Architecture","สถาปัตยกรรมสำหรับระบบจัดการฐานข้อมูล (Architectures for DBMSs)"
460,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
460,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
460,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
419,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
419,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
419,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
419,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
419,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
419,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
419,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
516,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
516,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
516,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
516,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
516,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
516,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
516,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
516,"2. Database System Concepts and Architecture","สถาปัตยกรรมของระบบฐานข้อมูล (Database System Architecture)"
522,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
359,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
359,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
359,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
359,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
359,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
359,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
534,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
534,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
534,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
534,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
534,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
534,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
386,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
537,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
537,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
537,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
386,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
537,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
537,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
424,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
468,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
424,"2. Database System Concepts and Architecture","คำอธิบายโครงสร้างฐานข้อมูล และข้อมูลในฐานข้อมูล (Schemas & Instances)"
386,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
424,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
386,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
468,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
386,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
424,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
424,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
386,"2. Database System Concepts and Architecture","คำอธิบายโครงสร้างฐานข้อมูล และข้อมูลในฐานข้อมูล (Schemas & Instances)"
468,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
537,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
468,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
468,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
468,"2. Database System Concepts and Architecture","คำอธิบายโครงสร้างฐานข้อมูล และข้อมูลในฐานข้อมูล (Schemas & Instances)"
468,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
424,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
382,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
382,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
382,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
382,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
382,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
395,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
539,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
539,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
539,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
539,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
539,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
539,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
395,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
395,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
395,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
395,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
395,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
395,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
395,"2. Database System Concepts and Architecture","คำอธิบายโครงสร้างฐานข้อมูล และข้อมูลในฐานข้อมูล (Schemas & Instances)"
477,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
478,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
478,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
505,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
505,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
408,"2. Database System Concepts and Architecture","องค์ประกอบของระบบจัดการฐานข้อมูล (DBMS Component Modules)"
347,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
347,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
347,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
347,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
347,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
347,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
347,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
505,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
475,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
475,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
475,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
475,"1. Introduction to Database System","วิวัฒนาการของระบบฐานข้อมูล (Evolution of Database Systems)"
362,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
389,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
223,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
268,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
268,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
268,"1. Introduction to Database System","ฟังก์ชันของระบบจัดการฐานข้อมูล (DBMS Functions)"
268,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
268,"2. Database System Concepts and Architecture","คำอธิบายโครงสร้างฐานข้อมูล และข้อมูลในฐานข้อมูล (Schemas & Instances)"
268,"2. Database System Concepts and Architecture","สถาปัตยกรรมของระบบฐานข้อมูล (Database System Architecture)"
268,"2. Database System Concepts and Architecture","ภาษาสำหรับฐานข้อมูล (Database Languages)"
268,"2. Database System Concepts and Architecture","องค์ประกอบของระบบจัดการฐานข้อมูล (DBMS Component Modules)"
268,"2. Database System Concepts and Architecture","สถาปัตยกรรมสำหรับระบบจัดการฐานข้อมูล (Architectures for DBMSs)"
367,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
367,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
367,"2. Database System Concepts and Architecture","คำอธิบายโครงสร้างฐานข้อมูล และข้อมูลในฐานข้อมูล (Schemas & Instances)"
350,"1. Introduction to Database System","แนวคิดฐานข้อมูล (Database Approach)"
350,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
367,"2. Database System Concepts and Architecture","สถาปัตยกรรมของระบบฐานข้อมูล (Database System Architecture)"
201,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
386,"1. Introduction to Database System","ข้อดีของระบบจัดการฐานข้อมูล (Advantages of the DBMS)"
523,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
536,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
531,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
360,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
360,"2. Database System Concepts and Architecture","คำอธิบายโครงสร้างฐานข้อมูล และข้อมูลในฐานข้อมูล (Schemas & Instances)"
536,"2. Database System Concepts and Architecture","คำอธิบายโครงสร้างฐานข้อมูล และข้อมูลในฐานข้อมูล (Schemas & Instances)"
536,"2. Database System Concepts and Architecture","สถาปัตยกรรมของระบบฐานข้อมูล (Database System Architecture)"
360,"2. Database System Concepts and Architecture","สถาปัตยกรรมของระบบฐานข้อมูล (Database System Architecture)"
360,"2. Database System Concepts and Architecture","สถาปัตยกรรมสำหรับระบบจัดการฐานข้อมูล (Architectures for DBMSs)"
360,"2. Database System Concepts and Architecture","องค์ประกอบของระบบจัดการฐานข้อมูล (DBMS Component Modules)"
545,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
536,"2. Database System Concepts and Architecture","สถาปัตยกรรมสำหรับระบบจัดการฐานข้อมูล (Architectures for DBMSs)"
536,"2. Database System Concepts and Architecture","ภาษาสำหรับฐานข้อมูล (Database Languages)"
545,"2. Database System Concepts and Architecture","ภาษาสำหรับฐานข้อมูล (Database Languages)"
536,"2. Database System Concepts and Architecture","องค์ประกอบของระบบจัดการฐานข้อมูล (DBMS Component Modules)"
533,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
545,"2. Database System Concepts and Architecture","แบบจำลองข้อมูล (Data Models)"
538,"1. Introduction to Database System","ข้อมูล ฐานข้อมูล และระบบจัดการฐานข้อมูล (Data, Database, and Database Management System)"
538,"1. Introduction to Database System","สภาพแวดล้อมของระบบฐานข้อมูล (Database System Environment)"
